Carimbo de data/hora	1) Este é um lugar (ambiente físico) agradável para trabalhar.	1) Gostaria de deixar um comentário sobre?	2) Eu recebo os equipamentos e recursos necessários para realizar o meu trabalho.	2) Gostaria de deixar um comentário sobre?	3) As pessoas aqui estão dispostas a fazer um pouco além da sua obrigação para concluir um trabalho.	3) Gostaria de deixar um comentário sobre?	4) Pode-se contar com a colaboração das pessoas por aqui.	4) Gostaria de deixar um comentário sobre?	5) A empresa oferece treinamentos ou oportunidades de desenvolvimento para o meu crescimento profissional.	5) Gostaria de deixar um comentário sobre?	6) Você tem uma visão clara de para onde estamos indo (futuro da empresa) e como fazer para chegar lá.	6) Gostaria de deixar um comentário sobre?	7) A empresa demonstra reconhecimento pelo bom trabalho e pelo esforço extra.	7) Gostaria de deixar um comentário sobre?	8) As pessoas aqui nesta empresa são remuneradas adequadamente em relação a outras empresas do mesmo segmento de mercado.	8) Gostaria de deixar um comentário sobre?	9) Meu trabalho tem um sentido especial. Para mim, não é só “mais um emprego”.	9) Gostaria de deixar um comentário sobre?	10) Quando é contratado um funcionário novo, as pessoas fazem com que ele se sinta bem-vindo.	10) Gostaria de deixar um comentário sobre?	11) Tenho orgulho de contar com as pessoas que trabalho aqui.	11) Gostaria de deixar um comentário sobre?	12) As pessoas aqui têm vontade de vir para o trabalho.	12) Gostaria de deixar um comentário sobre?	13) Eu me sinto à vontade na empresa, sem precisar fingir que sou outra pessoa.	13) Gostaria de deixar um comentário sobre?	14) Existem canais de comunicação bem definidos para que os colaboradores possam expressar suas sugestões e reivindicações.	14) Gostaria de deixar um comentário sobre?	15) Você acredita que a empresa só promoveria uma demissão em massa como último recurso.	15) Gostaria de deixar um comentário sobre?	16) As pessoas são encorajadas a equilibrar sua vida profissional e pessoal.	16) Gostaria de deixar um comentário sobre?	17) Você sabe com clareza quem é seu líder (superior imediato).	17) Gostaria de deixar um comentário sobre?	18) O seu líder (superior imediato) deixa claro o que ele espera do seu trabalho.	18) Gostaria de deixar um comentário sobre?	19) O seu líder demonstra comprometimento com o negócio da empresa (interesse no crescimento da empresa).	19) Gostaria de deixar um comentário sobre?	20) O seu líder é honesto e ético na condução dos negócios.	20) Gostaria de deixar um comentário sobre?	21) O seu líder demonstra interesse sincero por você como pessoa e não somente como empregado.	21) Gostaria de deixar um comentário sobre?	22) É fácil se aproximar do seu líder e é também fácil de falar com ele.	22) Gostaria de deixar um comentário sobre?	23) O seu líder treina as pessoas com o foco nas suas necessidades.	23) Gostaria de deixar um comentário sobre?	24) O seu líder reconhece os erros como oportunidades de aprendizado.	24) Gostaria de deixar um comentário sobre?	25) O seu líder demonstra interesse nas ideias e sugestões que você e seus companheiros apresentam e toma ações com base nelas.	25) Gostaria de deixar um comentário sobre?	26) O seu líder lhe mantém informado sobre assuntos importantes e sobre mudanças na empresa.	26) Gostaria de deixar um comentário sobre?	27) O seu líder tem uma visão clara de para onde estamos indo (futuro da empresa) e o que fazer para chegar lá.	27) Gostaria de deixar um comentário sobre?	28) O seu líder confia no bom trabalho das pessoas sem precisar vigiá-las.	28) Gostaria de deixar um comentário sobre?	29) O seu líder envolve as pessoas em decisões que afetam atividades e seu ambiente de trabalho.	29) Gostaria de deixar um comentário sobre?	30) O seu líder trata todos da mesma forma, sem proteger ninguém.	30) Gostaria de deixar um comentário sobre?	31) O seu líder sabe coordenar pessoas e distribuir tarefas adequadamente.	31) Gostaria de deixar um comentário sobre?	32) O seu líder dá autonomia às pessoas.	32) Gostaria de deixar um comentário sobre?	33) O seu líder age de acordo com o que fala.	33) Gostaria de deixar um comentário sobre?	34) O seu líder dá feedback (crítica construtiva) sobre o desempenho de seu trabalho.	34) Gostaria de deixar um comentário sobre?	35) As pessoas aqui na empresa são bem tratadas independentemente da sua idade, cor, religião ou sexo.	35) Gostaria de deixar um comentário sobre?	36) Você alguma vez já foi humilhado pelo seu líder ou presenciou alguma humilhação.	36) Gostaria de deixar um comentário sobre?	37) Aqui as pessoas se importam umas com as outras.	37) Gostaria de deixar um comentário sobre?	38) Existe um sentimento de equipe por aqui.	38) Gostaria de deixar um comentário sobre?	39) Nós sempre comemoramos as metas atingidas e os eventos especiais.	39) Gostaria de deixar um comentário sobre?	40) As pessoas fazem “politicagem” (puxa saco) como forma de obter resultados.	40) Gostaria de deixar um comentário sobre?	41) A Diretoria da empresa é aberta a sugestões e é fácil falar com ela.	41) Gostaria de deixar um comentário sobre?	42) Você tem um bom relacionamento com a Diretoria da empresa.	42) Gostaria de deixar um comentário sobre?	43) Eu sou bem tratado, independente de minha função na empresa.	43) Gostaria de deixar um comentário sobre?	44) Sinto que sou valorizado aqui e que posso fazer a diferença.	44) Gostaria de deixar um comentário sobre?	45) Este é um lugar agradável para se trabalhar.	45) Gostaria de deixar um comentário sobre?	46) Existe fofoca por aqui.	46) Gostaria de deixar um comentário sobre?	47) Percebo um clima de rivalidade (competição interna) aqui.	47) Gostaria de deixar um comentário sobre?	48) Pretendo trabalhar aqui ainda por muito tempo.	48) Gostaria de deixar um comentário sobre?	49) Existe um bom relacionamento entre as áreas da empresa (equipes das diferentes expertises de conhecimento).	49) Gostaria de deixar um comentário sobre?	50) Levando-se tudo em conta, eu diria que este é um excelente lugar para trabalhar.	50) Gostaria de deixar um comentário sobre?	51) Marque os TRÊS (03) benefícios que você julga mais importantes , independente se a empresa oferece ou não.	51) Gostaria de deixar um comentário sobre?	52) Cite 3 (três) PONTOS FORTES DA EMPRESA (o que já é bom na empresa).	53) Cite 3 (três) PONTOSDE MELHORIA DA EMPRESA (o que ainda precisa ser mudado na empresa).	54) Este espaço é seu, use-o para registrar comentários e sugestões não abordados anteriormente.	
1/30/2025 8:08:21	Concordo Sempre		Concordo		Concordo Sempre		Concordo		Concordo		Concordo Sempre		Concordo		Discordo	 Eu acho q poderíamos melhorar o salário pq hoje ao nosso redor tudo está muito acima do preço e a dificuldade  aumenta,Em relação aos benefícios, acho q poderíamos melhorar o vale alimentação, pq hoje em dia um almoço custa em torno de 21$ , poderíamos melhorar também em questão de vale academia 	Concordo	Procuro crescer e acrescentar profissionalismo dentro da família nordeste 	Concordo		Concordo		Concordo		Concordo		Concordo Sempre	Nosso supervisor nos dá a liberdade de expressar ideias e opiniões para a melhora do dia a dia	Discordo	Acho q a empresa deve tomar a decisão de demissão a partir do momento q a pessoa não se dispõe a cumprir seu dever como ctl 	Concordo Sempre		Concordo Sempre	Sim, um cara mente aberta e muito parceiro de serviço de todas as horas 	Concordo Sempre	Não só deixa claro, como ajuda a melhorar todos os dias 	Concordo Sempre	Visão plena em relação ao crescimento da família nordeste 	Concordo Sempre		Concordo Sempre	Sim, a ajuda é diária como pessoa e profissional 	Concordo Sempre		Concordo		Concordo		Concordo		Concordo		Concordo Sempre		Concordo		Concordo Sempre		Concordo		Concordo Sempre		Concordo		Concordo Sempre		Concordo Sempre		Concordo Sempre		Concordo Sempre		Concordo Sempre		Concordo Sempre		Concordo Sempre		Concordo		Concordo		Discordo	Ainda não conheci ainda a diretoria	Concordo		Concordo		Concordo		Concordo		Concordo		Concordo		Concordo		Concordo	Lugar excelente pra trabalhar 	Assistência Médica, Auxílio Combustível, Vale Alimentação, Empréstimo Consignado, Gympass (Convênio Academias)	Melhorais benefícios 	união, metodologia de trabalho, incentivo,	salário, vale alimentação,  melhoria de benefícios..	O vale academia ajudaria muito as pessoas q gostam de fazer Sport e incentiva a vida pessoal	
1/30/2025 8:08:46	Concordo Sempre	.	Concordo Sempre	.	Concordo	. 	Discordo	De alguns,não de todos 	Concordo	.	Concordo Sempre	.	Concordo Sempre	.	Concordo Sempre	Sim 	Concordo Sempre	Sim 	Concordo Sempre	Sim 	Concordo Sempre	Sim 	Discordo	Não todos 	Concordo Sempre	Sim 	Concordo Sempre	Sim 	Concordo Sempre	Sim 	Concordo	Sim 	Concordo Sempre	Sim 	Concordo Sempre	Sim 	Concordo Sempre	Sim 	Concordo Sempre	Sim 	Concordo Sempre	Sim 	Concordo Sempre	Muito acessível 	Concordo Sempre	Sim 	Concordo Sempre	Sim 	Concordo Sempre	Sim 	Concordo Sempre	Sim 	Concordo Sempre	Sim 	Concordo Sempre	Sim 	Discordo	Não 	Concordo Sempre	Sim 	Concordo Sempre	Sim 	Concordo	Na medida do possível 	Concordo Sempre	Sim 	Concordo Sempre	Sim 	Concordo Sempre	Sim 	Discordo Sempre	Nunca 	Concordo Sempre	Sim 	Concordo Sempre	Sim 	Concordo Sempre	Sim 	Discordo	Não 	Concordo Sempre	Sim 	Concordo Sempre	Sim 	Concordo Sempre	Sim 	Concordo Sempre	Sim 	Concordo Sempre	Sim 	Concordo	Existe muitos fofoca por aqui 	Discordo	Não 	Concordo Sempre	Sim 	Concordo	Sim 	Concordo Sempre	Sim sem dúvidas 	Auxílio Combustível, Refeição na Empresa, Vale Refeição, Vale Alimentação, Cesta Básica	.	Como eu sou tratado,pagamentos sem nem um dia de atraso e o convívio com todos.	Pra mim está indo tudo bem,não tem nada a melhorar no meu ver 	Sucesso Nordeste!!!	
1/30/2025 8:08:55	Concordo Sempre	.	Concordo Sempre	.	Concordo	. 	Discordo	De alguns,não de todos 	Concordo	.	Concordo Sempre	.	Concordo Sempre	.	Concordo Sempre	Sim 	Concordo Sempre	Sim 	Concordo Sempre	Sim 	Concordo Sempre	Sim 	Discordo	Não todos 	Concordo Sempre	Sim 	Concordo Sempre	Sim 	Concordo Sempre	Sim 	Concordo	Sim 	Concordo Sempre	Sim 	Concordo Sempre	Sim 	Concordo Sempre	Sim 	Concordo Sempre	Sim 	Concordo Sempre	Sim 	Concordo Sempre	Muito acessível 	Concordo Sempre	Sim 	Concordo Sempre	Sim 	Concordo Sempre	Sim 	Concordo Sempre	Sim 	Concordo Sempre	Sim 	Concordo Sempre	Sim 	Discordo	Não 	Concordo Sempre	Sim 	Concordo Sempre	Sim 	Concordo	Na medida do possível 	Concordo Sempre	Sim 	Concordo Sempre	Sim 	Concordo Sempre	Sim 	Discordo Sempre	Nunca 	Concordo Sempre	Sim 	Concordo Sempre	Sim 	Concordo Sempre	Sim 	Discordo	Não 	Concordo Sempre	Sim 	Concordo Sempre	Sim 	Concordo Sempre	Sim 	Concordo Sempre	Sim 	Concordo Sempre	Sim 	Concordo	Existe muitos fofoca por aqui 	Discordo	Não 	Concordo Sempre	Sim 	Concordo	Sim 	Concordo Sempre	Sim sem dúvidas 	Auxílio Combustível, Refeição na Empresa, Vale Refeição, Vale Alimentação, Cesta Básica	.	Como eu sou tratado,pagamentos sem nem um dia de atraso e o convívio com todos.	Pra mim está indo tudo bem,não tem nada a melhorar no meu ver 	Sucesso Nordeste!!!	
1/30/2025 8:19:16	Concordo Sempre	Me sinto muito bem trabalhando na Nordeste, aqui tem pessoas maravilhosas.	Concordo	.	Concordo	.	Concordo	.	Discordo	Já foi prometido alguns cursos para nosso desenvolvimento profissional, mas até o momento ainda não tivemos nenhum retorno sobre.	Concordo Sempre	.	Concordo	.	Concordo	.	Concordo Sempre	Amo o que eu faço 	Concordo Sempre	Aqui acolhemos todo mundo bem	Concordo	.	Concordo	.	Concordo Sempre	.	Concordo	.	Concordo	.	Concordo	.	Concordo	.	Concordo	.	Concordo	.	Concordo	.	Concordo	.	Concordo Sempre	.	Concordo		Concordo		Concordo		Concordo		Concordo		Concordo Sempre		Discordo	Não, não acontece	Concordo		Concordo		Concordo		Concordo		Concordo		Concordo Sempre		Discordo Sempre	Nunca aconteceu nada desse tipo na empresa.	Concordo		Concordo		Concordo Sempre		Concordo		Concordo		Concordo Sempre		Concordo		Discordo	Me sinto desvalorizado pelas pessoas que trabalham aqui e não pela empresa.	Concordo		Concordo		Discordo	Não temos rivalidade.. assim eu penso 	Concordo		Concordo		Concordo	.	Assistência Médica, Auxílio Combustível, Multibenefícios Alimentação/ Refeição, Cesta Básica, Day Off	1	Benefícios, salários em dia, somos livres para trabalhar. 	Oportunidades de crescimento, reconhecer o esforço, escutar mais os colaboradores.	.	
1/30/2025 8:19:42	Concordo	.	Concordo	.	Concordo	.	Concordo	.	Concordo	.	Concordo	.	Concordo	.	Concordo	.	Concordo Sempre	.	Concordo Sempre	.	Concordo	.	Concordo	.	Concordo Sempre	.	Concordo	.	Concordo	.	Concordo	.	Concordo	.	Concordo	.	Concordo Sempre	.	Concordo Sempre	.	Concordo Sempre	.	Concordo Sempre	.	Concordo Sempre	.	Concordo	.	Concordo Sempre	.	Concordo Sempre	.	Concordo Sempre	.	Concordo	.	Concordo Sempre	.	Concordo	.	Concordo	.	Concordo	.	Concordo Sempre	.	Concordo Sempre	.	Concordo Sempre	.	Discordo Sempre	Nunca.	Concordo	.	Concordo	.	Concordo Sempre	.	Discordo	Não.	Concordo Sempre	.	Concordo Sempre	.	Concordo Sempre	.	Concordo Sempre	.	Concordo Sempre	.	Discordo	Não no meu setor.	Concordo	Em alguma situações.	Concordo Sempre	.	Concordo	.	Concordo Sempre	.	Assistência Médica, Assistência Odontológica, Auxílio Combustível, Vale Refeição, Vale Alimentação	.	Agilidade,processos,convivência.	Sala comercial,área de descanso, variar mix de equipamentos.	humberto.aragao@nordesteloc.com.br	
1/30/2025 8:21:24	Concordo		Concordo		Discordo Sempre	Não vejo ninguém faz oq eu fasso além da minha obrigação 	Discordo		Discordo Sempre	Nunca tiver oportunidade aqui 	Concordo		Discordo Sempre	Pra mim não 	Concordo		Concordo Sempre		Discordo	No começo sim mais depois não 	Discordo Sempre		Concordo	Eu sim mais não sei as outras pessoas 	Concordo Sempre		Discordo		Concordo		Concordo		Discordo		Discordo		Discordo		Concordo		Discordo Sempre		Concordo Sempre		Discordo Sempre		Discordo		Discordo Sempre		Concordo Sempre		Concordo Sempre		Discordo Sempre		Discordo Sempre		Discordo Sempre		Discordo		Concordo		Discordo Sempre		Concordo		Concordo Sempre		Discordo Sempre	Sim muitos vezes 	Discordo		Discordo Sempre		Concordo Sempre		Discordo		Concordo Sempre		Concordo Sempre		Discordo Sempre	Minha função aqui e desvalorizada não pela empresa mais sim pela equipe de trabalho 	Discordo Sempre		Concordo Sempre		Discordo Sempre	Aqui só que tem e fofoca	Concordo		Concordo Sempre		Concordo		Concordo Sempre	Lugar e bom pra trabalhar mais as pessoas não 	Assistência Médica, Assistência Odontológica, Vale Alimentação, Cesta Básica, Seguro de Vida	Os benefícios são bom mais queira outro 	Sem resposta 	Não sei oq fala 	Sem resposta 	
1/30/2025 8:22:08	Concordo Sempre	.	Concordo Sempre	.	Discordo Sempre	Por mais que seja uma equipe pequena, infelizmente a maioria é dotado de uma política individualista, gerando muitas vezes inclusive conflitos e fugindo das responsabilidades de suas próprias funções 	Concordo	.	Concordo	Sei que temos por obrigação apostar em nosso próprio conhecimento, através cursos por exemplo, mas seria interessante a empresa oferecer algo “fora da caixa”. Exemplo: um curso pago de alto nível em técnica de vendas para o setor comercial.  	Concordo Sempre	.	Concordo Sempre	Uma das políticas da empresa de maior prestígio sem dúvida alguma é o reconhecimento!	Concordo Sempre	.	Concordo Sempre	Tenho por natureza entregar excelência e dedicação em tudo que faço. 	Concordo	.	Discordo	Nem todos são amigavelmente saudáveis 	Discordo	Tem pessoas que demonstram nitidamente não só pela aparência ao chegar na empresa, quanto pelas próprias palavras, a sua insatisfação 	Concordo Sempre	.	Concordo Sempre	.	Concordo	.	Concordo Sempre	.	Concordo Sempre	.	Concordo Sempre	.	Concordo Sempre	.	Concordo Sempre	.	Concordo Sempre	Não só a mim como a todos. Sempre solicito, disposto a ajudar. Amigo de todos (até mesmo dos que não merecem)	Concordo Sempre	.	Concordo Sempre	.	Concordo	.	Concordo	.	Concordo Sempre	.	Concordo Sempre	.	Concordo Sempre	Confia até demais. Poderia ser um pouco mais de malícia, pessoas erram e fazem coisas erradas quase que o tempo inteiro 	Concordo Sempre	Sempre democrático 	Concordo	.	Concordo	.	Concordo	.	Concordo	.	Concordo Sempre	.	Concordo Sempre	Empresa inclusiva em todos os campos 	Discordo Sempre	Jamais presenciei	Discordo Sempre	A maioria das pessoas quando não podem ajudar, tentam prejudicar o colega	Discordo	Infelizmente por diversas vezes o individualismo prevalece 	Concordo Sempre	.	Discordo Sempre	Nunca presenciei 	Concordo Sempre	Diretores sem acessíveis e dispostos a ouvirem 	Concordo Sempre	.	Concordo Sempre	.	Concordo	.	Concordo	.	Discordo Sempre	A fofoca na empresa Chega a ser cultural. 	Concordo Sempre	.	Discordo	"No momento não consigo enxergar oportunidades além devido ao nosso próprio mercado (escasso infelizmente), e busco sempre crescimento na área profissional, não a tôa que me capacito constantemente para isso. 
"	Concordo	.	Concordo	.	Assistência Médica, Assistência Odontológica, Auxílio Combustível, Multibenefícios Alimentação/ Refeição, Empréstimo Consignado	.	Transparência, pontualidade salarial e inclusão.	Vale alimentação defasado, banco de horas individual (como sugestão)	Sugestão/solicitação que já foi realizada anteriormente porém não acatada: banheiros exclusivos individuais para homens e mulheres 	
1/30/2025 8:22:31	Concordo Sempre	Ambiente Agradável 	Concordo	Recebo.	Discordo	Alguns não., falta um pouco mais de comprimento de algumas pessoas para ajuda o próximo e para seu próprio crescimento.	Concordo	Porém, nem sempre.	Discordo	Em Relação a treinamentos poderíamos te um pouco mais, fazer parceiras com entidades de cursos profissionalizante.	Concordo	Crescimento gigantesco.	Concordo	As vezes.	Concordo	Acredito que sim.	Concordo Sempre	Amo o que faço.	Concordo Sempre	Sim, com certeza 	Concordo	Turma boa 	Concordo	Acredito que sim.	Concordo Sempre	Empresa leve, me sinto muito a vontade.	Concordo	As vezes.	Concordo Sempre	Espero que nunca aconteça	Concordo	Sim, porém depende de cada um	Concordo Sempre	Sim 	Concordo	Sim	Concordo	Sim	Concordo Sempre	Sim	Concordo Sempre	Sim, se damos super bem 	Concordo Sempre	Certeza 	Concordo Sempre	Demais.	Concordo	Sim	Concordo	Sim	Concordo Sempre	Sim	Concordo	Sim	Concordo Sempre	Sim	Concordo Sempre	Sim	Discordo	Não 	Discordo	Deixa a desejar um pouco na cobrança das atividades diárias.	Concordo Sempre	Demais.	Concordo	Sim	Concordo	Sim sim	Concordo Sempre	Certeza 	Discordo Sempre	Nunca 	Concordo	Sim	Concordo	Sim	Concordo Sempre	Sim	Discordo	Não 	Concordo	Sim	Concordo Sempre	Muito.	Concordo Sempre	Sim	Concordo	Sim	Concordo Sempre	Muito agradável 	Concordo	As vezes 	Concordo	As vezes 	Concordo Sempre	Sim	Concordo	Sim	Concordo Sempre	Ótimo 	Assistência Médica, Assistência Odontológica, Auxílio Combustível, Vale Refeição, Auxílio Educação	Bons auxílios 	"Empresa ótima de trabalho.
Ambiente Agradável 
Fazemos o que e certo "	"Oportunidade de cursos 
Promoções 
"	Tudo tranquilo.	
1/30/2025 8:23:15	Concordo Sempre		Concordo	Mas poderia melhorar um pouco mas nós epis	Concordo		Concordo Sempre		Concordo		Concordo		Discordo	Acho q deveria ganhar um pouco mas na extra 	Concordo		Concordo	Ela saber reconhecer o trabalhador 	Concordo		Concordo		Discordo	Tem umas q vem arrastado 	Concordo Sempre		Discordo		Concordo		Concordo Sempre		Concordo Sempre		Concordo		Concordo Sempre	Sempre ajuda na evolução da empresa 	Concordo Sempre		Concordo Sempre	Sempre tenta ajudar os colaboradores da empresa 	Concordo Sempre	Uma pessoa ótima 	Concordo		Concordo		Concordo		Concordo Sempre		Concordo		Concordo		Discordo		Concordo Sempre		Concordo		Concordo		Concordo		Concordo Sempre		Concordo Sempre	Todos são tratados. Da msm forma 	Discordo Sempre		Concordo	A maioria sim 	Concordo		Concordo Sempre		Concordo	Sempre tem uma pessoa q puxa o saco .	Discordo		Discordo		Concordo Sempre		Concordo Sempre		Concordo		Concordo	Tem 2 q gosta de uma fofoca 	Discordo		Concordo Sempre		Concordo		Concordo	Tudo mundo ajuda 	Auxílio Combustível, Multibenefícios Alimentação/ Refeição, Auxílio Educação, Cesta Básica, Empréstimo Consignado	Seria muito bom nesses auxílio pra nós colaboradores 	Prestativa, oportunidade, evolução,	Salaria, ajuda de custo de combustível, auxílio alimentação 	Muito obrigado pela oportunidade..mas ajude a melhorar nas nossas respostas 	
1/30/2025 8:24:24	Concordo		Discordo	A quantidade de fardamento é insuficiente, mecânicos e externo principalmente que suam mais e precisam lavar as fadas mais vezes em pouco tempo elas ficam desquitaras, velhas e com uma aparência ruim 	Discordo	Existe sim pessoas que vc ver fazendo o além dando seu melhor mas tem algumas pessoas que fazem apenas o que é solicitado em seu cargo	Concordo		Discordo	Cabe melhorias em relação a treinamentos, vejo que as pessoas que estão entrando por exemplo não tem treinamento nem sobre os equipamentos nem sobre os processos da empresa. 	Concordo		Concordo		Discordo Sempre	Em relação a remuneração vejo que as outras empresas no mercado pagam melhor, tanto fixo que chega ser uma diferença de 500,00 a menos distante , outro ponto seria a melhoria no valor da alimentação pois atualmente conseguimos até comprar a refeição mais algo pra beber e acompanhar não . Uma melhoria poderia ter um benefício de auxílio a academia outras empresas no mesmo segmento no mercado possui e é ideal para incentivar o funcionário a cuidar da saúde.	Concordo Sempre		Concordo		Concordo		Concordo		Concordo Sempre		Discordo	Cabe melhoria uma sugestão era ter um contato ouvidoria para que os funcionário pudessem expressar suas reivindicação, ideias e pedidos de ajuda.	Concordo		Concordo		Concordo Sempre		Concordo Sempre		Concordo Sempre		Concordo Sempre		Concordo Sempre		Concordo		Discordo	Meu líder creio que não tem suporte para treinar quem vem chegando na empresa de colaborador novo e nem atualizações .	Concordo		Concordo		Concordo		Concordo Sempre		Concordo		Concordo		Concordo		Concordo		Concordo		Concordo		Concordo	Meu líder está sempre chamando os funcionários para feedbook	Concordo Sempre		Discordo Sempre	Nunca vi o líder agir dessa forma 	Discordo	Existe pessoas sim que se importam com as outras mas existe algumas que pensam somente em si 	Concordo		Concordo Sempre		Concordo		Concordo		Concordo		Concordo Sempre		Concordo		Concordo		Discordo	Não vejo fofoca no sentido de prejudicar a empresa ou algum colaborador 	Discordo	Vejo aqui entre as áreas os colaboradores se ajudando	Concordo		Concordo		Concordo	Existem pontos de melhorias que creio que será ouvido e aos poucos trabalhados e por isso ainda sim é um lugar bom de se trabalhar 	Assistência Médica, Multibenefícios Alimentação/ Refeição, Auxílio Educação, Gympass (Convênio Academias), Day Off	Creio que alguns benefício que ainda não possuímos são simples por exemplo o day off é um deles .	"Transparência.
Pontualidade.
Cordialidade."	"Salário.
Benefícios.
Treinamentos."	Creio que a Nordeste tem total capacidade de melhoria tanto que essa pesquisa é um dos indícios disso uma empresa que está em crescimento ainda assim é uma boa empresa pra se trabalhar, indicaria como uma boa empresa porém as melhorias em relação a benefícios , salários e treinamentos são os mais importantes 	
